algorithm,variant,distribution,dist_name,region_count,peer_count,round_index,command,params,comment,group,mean_ms,stdv_ms,median_ms
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,1,wait,"0, threshold=1, delay=(0.1,1)",Reply to proposer PREPARE with VOTE(PREPARE),sa-east-1,75.89,44.02,88.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,1,wait,"0, threshold=1, delay=(0.1,1)",Reply to proposer PREPARE with VOTE(PREPARE),us-east-1,42.73,23.98,45.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,1,wait,"0, threshold=1, delay=(0.1,1)",Reply to proposer PREPARE with VOTE(PREPARE),all,61.12,43.56,59.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,2,collect,"1, threshold=67%, delay=(0.1,1)","Collect VOTE(PREPARE) from 67% of the network and then broadcast (PRECOMMIT, QC_PREPARE)",proposer,186.6,38.79,205.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,3,wait,"1, threshold=1, delay=(0.1,1)","Reply to proposer (PRECOMMIT, QC_PREPARE) with VOTE(PRECOMMIT)",proposer,187.6,38.79,206.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,3,wait,"1, threshold=1, delay=(0.1,1)","Reply to proposer (PRECOMMIT, QC_PREPARE) with VOTE(PRECOMMIT)",ap-northeast-1,271.27,54.18,278.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,3,wait,"1, threshold=1, delay=(0.1,1)","Reply to proposer (PRECOMMIT, QC_PREPARE) with VOTE(PRECOMMIT)",eu-central-1,242.33,70.39,206.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,3,wait,"1, threshold=1, delay=(0.1,1)","Reply to proposer (PRECOMMIT, QC_PREPARE) with VOTE(PRECOMMIT)",eu-west-1,235.04,68.02,218.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,3,wait,"1, threshold=1, delay=(0.1,1)","Reply to proposer (PRECOMMIT, QC_PREPARE) with VOTE(PRECOMMIT)",sa-east-1,262.76,66.47,268.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,3,wait,"1, threshold=1, delay=(0.1,1)","Reply to proposer (PRECOMMIT, QC_PREPARE) with VOTE(PRECOMMIT)",us-east-1,230.33,63.28,252.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,3,wait,"1, threshold=1, delay=(0.1,1)","Reply to proposer (PRECOMMIT, QC_PREPARE) with VOTE(PRECOMMIT)",all,248.35,66.65,252.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,4,collect,"2, threshold=67%, delay=(0.1,1)","Collect VOTE(PRECOMMIT) from 67% of the network and then broadcast (COMMIT, QC_PRECOMMIT)",proposer,373.2,77.59,410.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,5,wait,"3, threshold=1, delay=(0.1,1)","Wait for proposer (COMMIT, QC_PRECOMMIT)",proposer,374.2,77.59,411.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,5,wait,"3, threshold=1, delay=(0.1,1)","Wait for proposer (COMMIT, QC_PRECOMMIT)",ap-northeast-1,457.8,82.66,462.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,5,wait,"3, threshold=1, delay=(0.1,1)","Wait for proposer (COMMIT, QC_PRECOMMIT)",eu-central-1,429.49,102.83,412.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,5,wait,"3, threshold=1, delay=(0.1,1)","Wait for proposer (COMMIT, QC_PRECOMMIT)",eu-west-1,422.38,102.8,425.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,5,wait,"3, threshold=1, delay=(0.1,1)","Wait for proposer (COMMIT, QC_PRECOMMIT)",sa-east-1,449.56,99.41,447.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,5,wait,"3, threshold=1, delay=(0.1,1)","Wait for proposer (COMMIT, QC_PRECOMMIT)",us-east-1,417.04,101.65,457.0
HotStuff,,"us-east-1:3,eu-west-1:3,ap-northeast-1:3,sa-east-1:3,eu-central-1:3",5region_15peers,5,15,5,wait,"3, threshold=1, delay=(0.1,1)","Wait for proposer (COMMIT, QC_PRECOMMIT)",all,435.25,99.43,454.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),proposer,0.0,0.0,0.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),ap-northeast-1,73.48,41.53,73.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),ap-northeast-2,81.88,44.62,81.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),ap-south-1,77.68,37.15,72.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),ap-southeast-2,91.53,43.98,87.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),eu-central-1,66.26,44.58,71.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),eu-north-1,73.99,48.04,79.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),eu-west-1,62.66,42.43,63.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),sa-east-1,102.43,45.13,106.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),us-east-1,57.99,29.2,56.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),us-west-1,64.76,29.97,67.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),all,75.26,43.15,74.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),proposer,196.93,37.43,200.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),ap-northeast-1,173.78,32.34,172.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),ap-northeast-2,180.16,33.06,182.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),ap-south-1,172.72,18.73,178.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),ap-southeast-2,191.41,34.59,191.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),eu-central-1,175.06,27.89,179.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),eu-north-1,183.09,28.87,182.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),eu-west-1,168.54,25.08,175.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),sa-east-1,211.17,17.5,208.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),us-east-1,159.86,16.35,158.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),us-west-1,170.94,19.26,177.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),all,178.67,29.5,179.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,proposer,233.53,34.19,237.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,ap-northeast-1,206.07,28.91,200.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,ap-northeast-2,214.23,24.28,206.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,ap-south-1,197.48,19.47,202.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,ap-southeast-2,217.51,30.35,211.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,eu-central-1,207.68,24.42,200.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,eu-north-1,218.09,25.25,210.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,eu-west-1,208.61,24.91,203.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,sa-east-1,240.94,25.37,232.5
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,us-east-1,191.57,21.23,186.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,us-west-1,190.47,21.43,191.0
Kudzu,without Coding,"us-west-1:3,us-east-1:3,eu-west-1:3,ap-northeast-1:3,eu-north-1:3,ap-south-1:3,sa-east-1:3,eu-central-1:3,ap-northeast-2:3,ap-southeast-2:3",10region_alto,10,30,,broadcast,"2, size=40",,all,209.26,28.51,205.0
Kudzu,without Coding,us-east-1:5,1region_5peers,1,5,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),proposer,0.0,0.0,0.0
Kudzu,without Coding,us-east-1:5,1region_5peers,1,5,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),us-east-1,2.12,1.82,2.0
Kudzu,without Coding,us-east-1:5,1region_5peers,1,5,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),all,2.12,1.82,2.0
Kudzu,without Coding,us-east-1:5,1region_5peers,1,5,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),proposer,5.4,1.36,6.0
Kudzu,without Coding,us-east-1:5,1region_5peers,1,5,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),us-east-1,5.48,1.7,5.0
Kudzu,without Coding,us-east-1:5,1region_5peers,1,5,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),all,5.48,1.7,5.0
Kudzu,without Coding,us-east-1:5,1region_5peers,1,5,,broadcast,"2, size=40",,proposer,7.4,1.85,7.0
Kudzu,without Coding,us-east-1:5,1region_5peers,1,5,,broadcast,"2, size=40",,us-east-1,7.24,1.77,7.0
Kudzu,without Coding,us-east-1:5,1region_5peers,1,5,,broadcast,"2, size=40",,all,7.24,1.77,7.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),proposer,0.0,0.0,0.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),eu-west-1,21.2,16.97,33.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),us-east-1,15.07,15.71,4.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),all,17.52,16.5,5.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),proposer,67.0,2.19,67.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),eu-west-1,49.8,14.38,39.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),us-east-1,55.0,15.05,65.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),all,52.92,15.0,64.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,,broadcast,"2, size=40",,proposer,70.6,1.02,71.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,,broadcast,"2, size=40",,eu-west-1,52.3,15.14,42.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,,broadcast,"2, size=40",,us-east-1,57.87,16.29,70.0
Kudzu,without Coding,"us-east-1:3,eu-west-1:2",2region_5peers,2,5,,broadcast,"2, size=40",,all,55.64,16.07,69.0
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),proposer,0.0,0.0,0.0
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),ap-northeast-1,57.83,42.43,70.5
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),eu-west-1,45.33,41.57,34.5
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),us-east-1,37.67,30.2,36.0
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,1,wait,"0, threshold=1",Multicast notarize (32B digest + 8B view),all,46.94,39.36,36.0
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),proposer,98.33,38.03,72.5
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),ap-northeast-1,112.92,30.49,105.0
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),eu-west-1,71.58,27.02,72.0
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),us-east-1,63.08,18.2,70.5
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,2,wait,"1, threshold=61%",Wait for 3f+1 to notarize to multicast finalize (32B digest + 8B view),all,82.53,33.73,78.0
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,,broadcast,"2, size=40",,proposer,101.83,40.47,74.5
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,,broadcast,"2, size=40",,ap-northeast-1,133.75,20.71,134.0
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,,broadcast,"2, size=40",,eu-west-1,96.75,15.32,106.0
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,,broadcast,"2, size=40",,us-east-1,104.83,24.1,107.5
Kudzu,without Coding,"us-east-1:2,eu-west-1:2,ap-northeast-1:2",3region_6peers,3,6,,broadcast,"2, size=40",,all,111.78,25.83,108.0
